"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,Purchase of intangible assets,현금흐름표 [abstract],투자활동현금흐름,무형자산의 취득,,1041687423.0,1059362220.0,1643090075.0
dart_PurchaseOfLoansAndReceivables,기타수취채권의 증가,Purchase of loans and receivables,현금흐름표 [abstract],투자활동현금흐름,기타수취채권의 증가,,59200000.0,518500000.0,40500000.0
entity00484682_udf_CF_202032685028352_CashFlowsFromUsedInInvestingActivities,기타금융부채의 취득,djustments for increase(decrease) in other financial liabilities,현금흐름표 [abstract],투자활동현금흐름,기타금융부채의 취득,,162381800.0,,
ifrs-full_PurchaseOfOtherLongtermAssetsClassifiedAsInvestingActivities,장기수취채권의 증가,Purchase of other long-term assets,현금흐름표 [abstract],투자활동현금흐름,장기수취채권의 증가,,103954500.0,10700993.0,
dart_PurchaseOfLongTermLoansAndReceivables,장기기타수취채권의 증가,Purchase of long-term loans and receivables,현금흐름표 [abstract],투자활동현금흐름,장기기타수취채권의 증가,,480000000.0,481205000.0,427056000.0
ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,,,25572013465.0,3804427664.0,11642544035.0
dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 증가,,,17045431189.0,2520000000.0
dart_ProceedsFromLongTermBorrowings,장기차입금의 증가,Proceeds from long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 증가,,8000000000.0,,
dart_ProceedsFromConvertibleBonds,전환사채의 증가,Proceeds from convertible bonds,현금흐름표 [abstract],재무활동현금흐름,전환사채의 증가,,20000000000.0,,9995870760.0
ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금지급,Dividends paid,현금흐름표 [abstract],재무활동현금흐름,배당금지급,,385151730.0,619836300.0,
dart_AcquisitionOfTreasuryShares,자기주식의 취득,Acquisition of treasury shares,현금흐름표 [abstract],재무활동현금흐름,자기주식의 취득,,736910330.0,2026519730.0,23326725.0
dart_RepaymentsOfConvertibleBonds,전환사채의 상환,Repayments of convertible bonds,현금흐름표 [abstract],재무활동현금흐름,전환사채의 상환,,,2029216306.0,
dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,Repayments of short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 상환,,,8565431189.0,850000000.0
ifrs-full_ProceedsFromChangesInOwnershipInterestsInSubsidiaries,종속기업지분의 추가 취득,Acquisition of ownership interests in subsidiaries,현금흐름표 [abstract],재무활동현금흐름,종속기업지분의 추가 취득,,-459000000.0,,
ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,금융리스부채의 상환,Payments of finance lease liabilities,현금흐름표 [abstract],재무활동현금흐름,금융리스부채의 상환,,846924475.0,,
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산에 대한 환율변동효과,,,-270347218.0,-117541023.0,-191086896.0
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,,-3623350191.0,2910020714.0,29262329218.0
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,,40164096349.0,37254075635.0,7991746417.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,,36540746158.0,40164096349.0,37254075635.0
